Unnamed: 0.1,Unnamed: 0,restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address
6231,6231,The Big Spoon,Casual Dining,3.8,45,750,Yes,No,"North Indian, Mughlai",Brookefield,Whitefield
6232,6232,The Bigman's Cafe,"Takeaway, Delivery",3.7,31,450,No,No,"North Indian, Chinese",HSR,HSR
6233,6233,The Biriyani Factory,Quick Bites,3.1,29,500,Yes,No,"North Indian, Biryani",Bannerghatta Road,BTM
6234,6234,The Biriyani Pedia,Quick Bites,3.9,55,300,Yes,No,Biryani,Basavanagudi,BTM
6235,6235,The Biryani Cafe,Quick Bites,4.1,520,300,No,No,"Biryani, Chinese, Kebab",Banashankari,Banashankari
6236,6236,The Biryani Culture,Food Court,3.2,9,500,Yes,No,North Indian,Malleshwaram,Malleshwaram
6237,6237,The Biryani Palace,Quick Bites,3,12,500,Yes,No,"Biryani, Andhra",HSR,HSR
6238,6238,The Biryani Paradise,Quick Bites,3.8,32,350,No,No,"Biryani, South Indian",Brigade Road,Richmond Road
6239,6239,The Biryani Story,Casual Dining,4.4,76,600,No,No,"Biryani, North Indian, Chinese, Mughlai","Byresandra,Tavarekere,Madiwala",BTM
6240,6240,The Biryanis,Casual Dining,3.8,426,500,Yes,No,"Andhra, Biryani, North Indian",Indiranagar,Jeevan Bhima Nagar
6241,6241,The Bite Club,Food Truck,3.6,23,400,No,No,"American, Goan",Indiranagar,East Bangalore
6242,6242,The Black Pearl,"Casual Dining, Bar",4.7,10413,1400,No,Yes,"North Indian, European, Mediterranean","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6243,6243,The Black Rabbit,"Bar, Casual Dining",4.3,4187,1500,No,Yes,"Continental, Salad, Burger, Finger Food, Pizza",Indiranagar,Indiranagar
6244,6244,The Blackboard Bakery,"Cafe, Bakery",3.7,90,1000,No,Yes,"Cafe, Bakery, Continental",Church Street,Lavelle Road
6245,6245,The Blue Bawarchi,Quick Bites,3.6,34,300,Yes,No,"Chinese, Oriya, North Indian, Bengali",Kalyan Nagar,Nagawara
6246,6246,The Blue Wagon - Kitchen,Cafe,4.6,228,400,Yes,No,"Cafe, Beverages",Banashankari,Jayanagar
6247,6247,The Bong,Quick Bites,3.1,38,300,No,No,"Bengali, North Indian",Lavelle Road,Frazer Town
6248,6248,The Bong Palate,Quick Bites,3.8,58,300,Yes,No,"Bengali, North Indian, Chinese",Bannerghatta Road,BTM
6249,6249,The Boozy Griffin,"Casual Dining, Pub",4.6,4947,1800,No,Yes,"European, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6250,6250,The Breakfast Club,Delivery,3.9,90,400,No,No,"Continental, South Indian, North Indian",Electronic City,Electronic City
6251,6251,The Breakfast Truck,Quick Bites,3.8,64,550,No,No,Continental,Koramangala 4th Block,Koramangala 6th Block
6252,6252,The Breakfeast,"Takeaway, Delivery",3.4,10,200,No,No,"Continental, North Indian, South Indian",HSR,HSR
6253,6253,The Brekkie Shop,Delivery,3.7,57,300,Yes,No,"Healthy Food, Sandwich",Indiranagar,Indiranagar
6254,6254,The Brew - Aurick Boutique Hotel,Casual Dining,3.1,16,700,No,No,"North Indian, South Indian, Chinese, Grill",Jayanagar,JP Nagar
6255,6255,The Brewing Bean,Cafe,3.7,47,500,No,No,Cafe,Bellandur,Bellandur
6256,6256,The Bridge Walk Cafe,Cafe,3.7,44,500,Yes,No,"Cafe, Continental",Kalyan Nagar,Kengeri
6257,6257,The Buffet Table,Casual Dining,2.8,40,1200,No,Yes,"North Indian, Pan Asian, Chinese, Italian, Continental, South Indian",HSR,HSR
6258,6258,The Bundle Co.,Quick Bites,4.4,222,700,Yes,No,"Burger, Continental, Italian, Beverages",Brigade Road,MG Road
6259,6259,The Burger Place,Quick Bites,3.8,26,400,Yes,No,"Burger, Continental, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
6260,6260,The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,Cafe,4,30,800,No,No,Cafe,Brigade Road,Richmond Road
6261,6261,The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,Cafe,4,31,800,No,No,Cafe,Lavelle Road,Richmond Road
6262,6262,The Cafe Nuts and Bolts,Cafe,3,28,500,Yes,No,"Cafe, Fast Food, Chinese",JP Nagar,Kumaraswamy Layout
6263,6263,The Cake City,"Quick Bites, Bakery",3.2,4,300,Yes,No,"Chinese, Continental, Desserts, Bakery",Basavanagudi,Shanti Nagar
6264,6264,The Cake Factory,Bakery,3.4,4,300,No,No,Bakery,Rajajinagar,Rajajinagar
6265,6265,The Cake House,Bakery,3.7,29,300,Yes,No,"Bakery, Desserts",Brigade Road,Ulsoor
6266,6266,The Cake Lair,"Bakery, Quick Bites",2.8,40,600,No,No,"Bakery, Fast Food, Beverages",Electronic City,Electronic City
6267,6267,The Cake Mart,Bakery,3.5,22,600,Yes,No,"Bakery, Desserts",Indiranagar,Old Airport Road
6268,6268,The Cake Post,Bakery,3.4,12,900,No,No,"Bakery, Desserts",Old Airport Road,Old Airport Road
6269,6269,The Cake Shop Mayura,Bakery,3.6,13,800,No,No,"Bakery, Desserts",Jayanagar,JP Nagar
6270,6270,The Cake Ville,"Bakery, Quick Bites",3.2,18,300,Yes,No,"Bakery, Desserts, Fast Food",Bannerghatta Road,JP Nagar
6271,6271,The Cake Zone,Bakery,2.8,40,200,No,No,Bakery,Bannerghatta Road,JP Nagar
6272,6272,The Caramelts Cafe,Cafe,4.1,226,800,No,No,"Cafe, Salad, Wraps, Beverages",Jayanagar,Jayanagar
6273,6273,The Chaat Shop,Quick Bites,2.5,35,200,No,No,Fast Food,Basavanagudi,Basavanagudi
6274,6274,The Chai Stop,Quick Bites,2.8,40,200,Yes,No,"Fast Food, Tea",Brookefield,Brookefield
6275,6275,The Chameleon,Bar,4.1,163,1200,No,No,Finger Food,Electronic City,Electronic City
6276,6276,The Charcoal Factory,Quick Bites,4.1,290,600,Yes,No,"Burger, Pizza, Momos",Brigade Road,Koramangala 6th Block
6277,6277,The Chariot,Quick Bites,2.9,50,350,Yes,No,"South Indian, North Indian, Chinese",Brigade Road,Brigade Road
6278,6278,The Charlton Bar,Bar,3.3,4,1000,No,No,"Chinese, North Indian",Brigade Road,Residency Road
6279,6279,The Cheesecake Corner,"Takeaway, Delivery",3.7,48,400,No,No,Desserts,"Byresandra,Tavarekere,Madiwala",BTM
6280,6280,The Chef Couple,Casual Dining,3.4,17,750,No,No,"North Indian, Mughlai, Chinese",Sarjapur Road,Sarjapur Road
6281,6281,The Chef's Cake & Bakes,Dessert Parlor,2.8,40,800,Yes,No,Desserts,Brigade Road,Richmond Road
6282,6282,The Chef's Kitchen,Casual Dining,3.8,311,800,Yes,No,"Continental, North Indian, Chinese",Kalyan Nagar,Kalyan Nagar
6283,6283,The Chefs Specials,"Takeaway, Delivery",2.8,40,400,Yes,No,"North Indian, Chinese, Mughlai",Whitefield,Whitefield
6284,6284,The Chennai Express,Quick Bites,3.8,166,200,No,No,"South Indian, Chinese",Indiranagar,Indiranagar
6285,6285,The Chervil,Casual Dining,4.1,232,1000,Yes,No,"North Indian, Continental",JP Nagar,JP Nagar
6286,6286,The Chevron Brigade,Casual Dining,3.3,4,1200,No,No,"Fast Food, Biryani, Chinese",Lavelle Road,Brigade Road
6287,6287,The Chinese Table,Casual Dining,3,13,400,Yes,No,"Chinese, Thai, Pan Asian",Kalyan Nagar,Nagawara
6288,6288,The Chocolate Heaven,"Dessert Parlor, Cafe",2.8,40,600,No,No,"Desserts, Cafe",Brigade Road,Commercial Street
6289,6289,The Chocolate Heaven - Cakes,"Dessert Parlor, Bakery",3.9,64,600,Yes,No,"Desserts, Bakery, Beverages",Kalyan Nagar,Kalyan Nagar
6290,6290,The Chocolate Mansion,Delivery,3.4,8,250,No,No,Desserts,Malleshwaram,Sadashiv Nagar
6291,6291,The Chocolate Room,Cafe,2.8,43,600,Yes,No,"Cafe, Beverages",Electronic City,Electronic City
6292,6292,The Chocolatiers,Dessert Parlor,3.5,14,150,No,No,Desserts,Bannerghatta Road,Bannerghatta Road
6293,6293,The Choux Box,"Takeaway, Delivery",3.5,11,300,No,No,"Desserts, Bakery",Koramangala 4th Block,Koramangala 6th Block
6294,6294,The Coastal Crew by Fujian on 24th,"Casual Dining, Bar",4.2,1028,1100,Yes,Yes,"Chinese, Thai, Seafood, North Indian, Momos",Bannerghatta Road,JP Nagar
6295,6295,The Coffee Bean & Tea Leaf,Cafe,3,38,700,Yes,No,"Cafe, Coffee",Whitefield,Whitefield
6296,6296,The Coffee Shack,Cafe,4.2,164,500,Yes,Yes,"Cafe, Chinese, Continental, Italian",Banashankari,Banashankari
6297,6297,The Colony Gastropub,"Casual Dining, Bar",4.1,512,1200,No,Yes,"Modern Indian, Continental",HSR,HSR
6298,6298,The Combo House,Quick Bites,3.3,7,500,Yes,No,"Fast Food, North Indian",Brookefield,Whitefield
6299,6299,The Coorg Food Co.,Casual Dining,4.3,473,750,Yes,Yes,South Indian,Kalyan Nagar,Kalyan Nagar
6300,6300,The Corner - Hyatt Centric MG Road,Cafe,2.8,40,1000,No,No,"Cafe, Desserts, Fast Food",Indiranagar,Ulsoor
6301,6301,The Courtyard,Cafe,3.9,296,750,No,Yes,"Cafe, Italian",Brigade Road,Shanti Nagar
6302,6302,The Cravery,Cafe,2.6,18,500,Yes,No,Cafe,"Byresandra,Tavarekere,Madiwala",JP Nagar
6303,6303,The Creek - The Den Bengaluru,Casual Dining,4.4,383,2000,No,Yes,"North Indian, Continental, Chinese",Whitefield,Whitefield
6304,6304,The Crunch,Beverage Shop,3.3,6,300,No,No,Beverages,Brookefield,Brookefield
6305,6305,The Crust Factory,"Bakery, Cafe",3.5,11,400,Yes,No,"Bakery, Cafe, Desserts",Malleshwaram,Yeshwantpur
6306,6306,The Cuboidal,Quick Bites,3.6,16,300,Yes,No,"Fast Food, Beverages, Sandwich",Bannerghatta Road,BTM
6307,6307,The Culinarium,"Cafe, Dessert Parlor",3.7,19,1100,No,No,"Cafe, Desserts, Beverages",Brigade Road,Vasanth Nagar
6308,6308,The Cupcake Story,Bakery,3.5,13,300,No,No,Bakery,Malleshwaram,Yeshwantpur
6309,6309,The Curry Hut Plus,Casual Dining,3.4,116,400,Yes,No,"North Indian, South Indian, Chinese",Bannerghatta Road,Bannerghatta Road
6310,6310,The Daily,Quick Bites,4,130,400,Yes,No,"Rajasthani, North Indian",Electronic City,Electronic City
6311,6311,The Deagh,Quick Bites,3.7,58,500,No,No,"Chinese, North Indian, Arabian",Frazer Town,Frazer Town
6312,6312,The Delhiwala's Kitchen-Pure Veg,Quick Bites,2.8,40,200,Yes,No,North Indian,Brookefield,Brookefield
6313,6313,The Deli - The Den Bengaluru,Bakery,3.7,23,600,Yes,No,"Bakery, Desserts",Brookefield,"ITPL Main Road, Whitefield"
6314,6314,The Denny's,Casual Dining,3.7,91,900,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Jayanagar
6315,6315,The Dessert Destination,Dessert Parlor,2.8,40,300,No,No,Desserts,Malleshwaram,Rajajinagar
6316,6316,The Dhaba,Casual Dining,2.7,442,900,No,Yes,North Indian,Brookefield,Marathahalli
6317,6317,The Difference,Casual Dining,2.7,18,600,Yes,No,"North Indian, Chinese, Arabian",Brookefield,Whitefield
6318,6318,The Diner,Casual Dining,3.6,197,700,Yes,No,"North Indian, Chinese, Andhra, Biryani",Brookefield,Whitefield
6319,6319,The Dining Table - Sahar Pavillion,"Casual Dining, Bar",3.7,74,1500,No,Yes,"Chinese, Continental, North Indian, Pizza, South Indian",Electronic City,Electronic City
6320,6320,The Donut Baker,"Bakery, Dessert Parlor",3,31,150,No,No,Desserts,Brigade Road,Ulsoor
6321,6321,The Dreamy Oven,Bakery,3.7,25,600,No,No,"Bakery, Salad",Sarjapur Road,Sarjapur Road
6322,6322,The Druid Garden,"Microbrewery, Casual Dining",4.3,3077,1700,Yes,Yes,"Asian, Continental, European, North Indian, Mediterranean",New BEL Road,Sahakara Nagar
6323,6323,The Duke of Juices,"Food Court, Beverage Shop",3.3,8,200,Yes,No,Beverages,Malleshwaram,Yeshwantpur
6324,6324,The Early bell,Quick Bites,3.9,191,300,Yes,No,"North Indian, Chinese",Brookefield,Whitefield
6325,6325,The Eatery - Four Points by Sheraton Bengaluru,Casual Dining,4,328,1700,No,Yes,"Continental, North Indian",Whitefield,Whitefield
6326,6326,The Eatery Cafe & Restaurant,Casual Dining,3.8,60,800,No,No,Fast Food,Marathahalli,Marathahalli
6327,6327,The Egg Factory,Casual Dining,4,136,750,Yes,No,"Continental, American","Byresandra,Tavarekere,Madiwala",HSR
6328,6328,The Elachi,Quick Bites,3.1,18,500,No,No,North Indian,Electronic City,Electronic City
6329,6329,The Elaichi Restaurant,Casual Dining,3.6,399,700,Yes,No,"North Indian, Asian, Continental, Bengali, Momos",Electronic City,Electronic City
6330,6330,The Enav Bowl,Quick Bites,3.8,20,,No,No,"Healthy Food, Beverages, Mexican, Burger, Italian","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6331,6331,The Farm House Bar n Grill,"Casual Dining, Bar",3.7,34,800,No,No,"North Indian, Continental",Brookefield,Whitefield
6332,6332,The Fast Food,Quick Bites,3.9,66,150,Yes,No,"South Indian, Fast Food",Rajajinagar,Malleshwaram
6333,6333,The Fat Chef,Casual Dining,4.1,1739,1400,Yes,Yes,"Japanese, Italian, American, Asian, North Indian, Steak",Brookefield,Whitefield
6334,6334,The Fatty Bao - Asian Gastro Bar,"Casual Dining, Bar",4.6,3760,1200,Yes,No,"Asian, Thai, Vietnamese, Malaysian, Beverages",Indiranagar,Indiranagar
6335,6335,The Feast Fries,Quick Bites,2.8,40,200,Yes,No,Fast Food,Kalyan Nagar,Kalyan Nagar
6336,6336,The Fiery Indian Kitchen,Casual Dining,3.4,7,700,Yes,No,North Indian,Lavelle Road,Majestic
6337,6337,The Filter Coffee,Mess,4,55,,No,No,"South Indian, Coffee",Kalyan Nagar,Banaswadi
6338,6338,The Fisherman's Wharf,"Casual Dining, Bar",4.3,4108,1400,Yes,Yes,"Seafood, Goan, North Indian, Continental, Asian",HSR,Sarjapur Road
6339,6339,The Fixx,"Casual Dining, Bar",4.3,216,1200,No,Yes,"Continental, South Indian, Italian, North Indian, Chinese",Koramangala 4th Block,Koramangala 4th Block
6340,6340,The Flavours,Casual Dining,3.2,7,500,No,No,"Kerala, Chinese, Arabian, Biryani",Kalyan Nagar,Kalyan Nagar
6341,6341,The Flying Cup,Quick Bites,4.2,233,150,Yes,No,"Beverages, Fast Food, Tea",Bellandur,Sarjapur Road
6342,6342,The Flying Squirrel,Cafe,4,24,450,No,No,"Cafe, Bakery, Beverages, Burger, Continental",Brigade Road,Brigade Road
6343,6343,The Flying Trapeze,Lounge,2.8,40,1500,No,Yes,"Continental, North Indian, Chinese, Modern Indian, Asian",Koramangala 7th Block,Koramangala 5th Block
6344,6344,The Food Corner,Quick Bites,2.8,40,400,Yes,No,"North Indian, Chinese",Frazer Town,RT Nagar
6345,6345,The Food Cottage,Quick Bites,3.7,48,350,Yes,No,"Hyderabadi, North Indian",Bannerghatta Road,BTM
6346,6346,The Food Dude,Delivery,3.9,179,300,Yes,No,"Fast Food, Burger, Sandwich, Pizza",Koramangala 5th Block,Koramangala 6th Block
6347,6347,The Food Factory,Quick Bites,2.7,42,450,No,No,"North Indian, Chinese",HSR,HSR
6348,6348,The Food Therapy,"Casual Dining, Bar",2.8,40,1000,No,No,"North Indian, South Indian, Continental, Chinese",HSR,Koramangala 1st Block
6349,6349,The Foodware Veg,Quick Bites,3.8,19,400,No,No,South Indian,Electronic City,Electronic City
6350,6350,The Foodyz,Quick Bites,3.6,43,500,Yes,No,"North Indian, Chinese",Jayanagar,JP Nagar
6351,6351,The Fortuna,Quick Bites,3,67,250,Yes,No,"North Indian, Chinese",Banashankari,Kumaraswamy Layout
6352,6352,The French Corner,"Bakery, Dessert Parlor",3.4,10,400,No,No,"Bakery, Desserts, Fast Food",Kalyan Nagar,Kalyan Nagar
6353,6353,The French Loaf,Bakery,3.8,34,400,No,No,"Bakery, Desserts, Sandwich",Brigade Road,Koramangala 5th Block
6354,6354,The Fresh Factor,Quick Bites,3.1,14,200,No,No,"Juices, Sandwich",Koramangala 4th Block,Koramangala 6th Block
6355,6355,The Fresh Wok,"Takeaway, Delivery",3.3,10,600,No,No,Asian,"Byresandra,Tavarekere,Madiwala",BTM
6356,6356,The Frozen House,Dessert Parlor,2.8,40,300,Yes,No,"Desserts, Fast Food",Malleshwaram,Malleshwaram
6357,6357,The Ganache Factory,Delivery,4.2,127,400,No,No,"Desserts, Bakery",JP Nagar,Jayanagar
6358,6358,The Globe Grub,Casual Dining,4.4,201,1300,No,Yes,"Continental, North Indian, Asian, Italian","Byresandra,Tavarekere,Madiwala",BTM
6359,6359,The Gluten Free Baking Co.,Bakery,3.8,41,400,No,No,Bakery,Frazer Town,Banaswadi
6360,6360,The Golden Metro,Casual Dining,3.6,70,800,Yes,No,"North Indian, Mughlai, Chinese, Continental",Lavelle Road,Seshadripuram
6361,6361,The Golden Spoon Restaurant Meat & Wine,Casual Dining,3.5,14,1000,No,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
6362,6362,The Good Bowl,"Takeaway, Delivery",2.8,40,500,Yes,No,"Italian, North Indian, Biryani",Rajajinagar,Jayanagar
6363,6363,The Good Grain,Casual Dining,4.1,54,400,Yes,No,"Healthy Food, North Indian, South Indian",Brigade Road,Residency Road
6364,6364,The Grains,Quick Bites,2.8,40,300,Yes,No,"South Indian, North Indian, Chinese",Brookefield,Marathahalli
6365,6365,The Grand Kitchen Restaurant,Quick Bites,2.8,40,400,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
6366,6366,The Grand Taj,Quick Bites,3.2,35,350,Yes,No,"North Indian, Chinese",Brigade Road,Shivajinagar
6367,6367,The Green House Family Restaurant,"Casual Dining, Bar",3.2,13,700,No,No,"North Indian, Chinese, Seafood, Biryani",Lavelle Road,Majestic
6368,6368,The Green Path - Forgotten Food,Casual Dining,4.3,1143,1100,No,Yes,"North Indian, South Indian",Malleshwaram,Malleshwaram
6369,6369,The Grill House,Casual Dining,4,178,1000,Yes,Yes,"American, Mexican, Italian, Steak",Kalyan Nagar,Kalyan Nagar
6370,6370,The Grilled & Fried,Quick Bites,2.8,53,300,Yes,No,Fast Food,Marathahalli,Marathahalli
6371,6371,The Grillo,Casual Dining,2.8,80,500,Yes,Yes,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",Banashankari,Jayanagar
6372,6372,The Grub Central,Cafe,4,797,700,Yes,Yes,"Cafe, Italian, Continental",Bellandur,HSR
6373,6373,The Gujarat Express,"Quick Bites, Sweet Shop",3.1,16,250,Yes,No,"Street Food, Mithai, North Indian",Bannerghatta Road,Bannerghatta Road
6374,6374,The Happy Vegetarian,Casual Dining,2.8,40,600,No,No,"North Indian, Chinese, South Indian",Malleshwaram,Basaveshwara Nagar
6375,6375,The Hidden Cafe,Quick Bites,3.9,95,350,Yes,No,"North Indian, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
6376,6376,The Hidden Home,Casual Dining,4.2,1060,1300,Yes,Yes,"Asian, Chinese, Continental, North Indian, South Indian",Sarjapur Road,Sarjapur Road
6377,6377,The Higher Taste,Casual Dining,4.3,854,800,No,Yes,"Pizza, Biryani, North Indian, South Indian",Malleshwaram,Rajajinagar
6378,6378,The Higher Taste Stores,"Quick Bites, Bakery",3.8,120,300,Yes,No,"Fast Food, Bakery",Malleshwaram,Malleshwaram
6379,6379,The Himalayan,Casual Dining,4.4,320,1200,No,Yes,Korean,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6380,6380,The Hole in the Wall Cafe,Cafe,4.6,7113,600,No,No,"Cafe, American, Burger",Koramangala 4th Block,Koramangala 4th Block
6381,6381,The Hot Cafe,Quick Bites,3.2,24,300,No,No,Fast Food,JP Nagar,Kumaraswamy Layout
6382,6382,The House Of Paratha,Quick Bites,3.7,58,200,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6383,6383,The Hub - Ibis Bengaluru,Bar,3.9,237,,No,No,Finger Food,Bellandur,Marathahalli
6384,6384,The Hub - Ibis Hotel,Bar,3.5,29,2200,No,No,"Finger Food, Fast Food, Continental",Brigade Road,Richmond Road
6385,6385,The Hub & The Bar - Hotel Ramada Encore,"Casual Dining, Bar",3.9,120,1700,No,No,"North Indian, Continental, Chinese, European",Old Airport Road,Domlur
6386,6386,The Humble Pie,"Bakery, Dessert Parlor",3.9,34,200,Yes,No,"Desserts, Bakery",HSR,HSR
6387,6387,The Humming Tree,Lounge,4,2418,1400,Yes,No,"Fast Food, European",Brigade Road,Indiranagar
6388,6388,The Hundred Food Journey,Casual Dining,3.8,46,1100,Yes,Yes,"Continental, Italian",New BEL Road,New BEL Road
6389,6389,The Hunger Room,Quick Bites,3.9,36,400,Yes,No,"Continental, Sandwich, Burger, Italian, Salad, Pizza",Bannerghatta Road,JP Nagar
6390,6390,The Hungers Zone,Quick Bites,3.7,57,300,Yes,No,"Fast Food, Italian, Pizza",Koramangala 7th Block,BTM
6391,6391,The Hungry,Quick Bites,3.6,20,400,Yes,No,"Fast Food, Chinese",Electronic City,Electronic City
6392,6392,The Hungry Shark Cafe,Cafe,3.9,117,700,No,No,"Cafe, Continental, Beverages",Electronic City,Electronic City
6393,6393,The Hungry Yeti,Casual Dining,4,146,700,No,No,"Tibetan, Nepalese",Whitefield,Whitefield
6394,6394,The Hyderabad Chefs,"Takeaway, Delivery",2.8,63,600,Yes,No,"North Indian, Hyderabadi, Andhra, Chinese",Whitefield,Whitefield
6395,6395,The Hyderbadi Chefs,Quick Bites,3.4,4,400,Yes,No,"South Indian, North Indian, Chinese",Electronic City,Electronic City
6396,6396,The Irish House,"Casual Dining, Pub",4.2,793,1700,Yes,No,"European, American",Bellandur,Bellandur
6397,6397,The IT Crowd,Quick Bites,2.8,20,400,Yes,No,"North Indian, Burger, Sandwich, Chinese",Brookefield,Whitefield
6398,6398,The J,Quick Bites,4,133,450,Yes,No,"Fast Food, Beverages",Indiranagar,Church Street
6399,6399,The Jade Kitchen,Casual Dining,3.9,118,600,Yes,No,"Chinese, Thai",Jayanagar,JP Nagar
6400,6400,The Juice Shop,Quick Bites,2.8,40,200,No,No,"Juices, North Indian",Electronic City,Electronic City
6401,6401,The Juice Shop - Juicery And Kitchen,Quick Bites,3.9,39,300,Yes,No,"Beverages, Fast Food, Bakery",Kalyan Nagar,Kalyan Nagar
6402,6402,The Juicy,Beverage Shop,3.5,13,100,Yes,No,"Beverages, Juices",Bannerghatta Road,JP Nagar
6403,6403,The Jungle Terrace,Casual Dining,3.5,13,600,Yes,No,"Continental, Mexican, Lebanese",Brigade Road,Brigade Road
6404,6404,The Kabab Studio - Goldfinch Hotel,Casual Dining,4.2,358,1500,No,Yes,"North Indian, Chinese, Continental",Malleshwaram,Seshadripuram
